-0.511703	1.298539	0.555330	-0.596512	-0.223842	-0.792633	0.886555	-0.457072	-0.374104	0.010456	-2.147823	0.233018	-0.367389	-0.272071	-1.913070	-0.468562	1.862067	2.880763	-0.991773	-0.758232	0.108063	-1.462656	0.921445	0.890055	0.849668	0.259033	1.223612	0.480602	0.514921	0.847249	0.514670	0.000107	0.244727	2.221378	-0.464143	-0.399142	-1.009604	0.641005	-0.132027	-1.468141	-0.359735	-0.977866	-0.117780	0.047414	0.358938	-1.251170	-0.976374	0.208007	0.199726	-1.193511	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.076388	-0.376158	1.035240	0.443124	0.073873	1.272004	-0.012005	-0.672706	1.409207	-0.237163	-0.838904	-0.373195	-0.848219	-0.113305	0.204524	-0.697431	1.208497	0.074776	-1.313253	2.269491	0.590256	0.292909	1.300631	-0.327031	-0.097398	0.826852	-0.379538	-0.013420	1.577297	1.785092	0.701794	-1.113707	-1.350734	-1.113962	0.524638	0.846862	0.727915	1.404212	-1.155429	-0.130927	-1.383470	0.682275	-0.455326	1.583509	0.741217	0.144088	-2.011740	-0.784994	-0.265180	0.882730	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.867961	0.706360	0.300252	-0.479719	0.814537	0.171684	0.334277	-0.177295	0.651285	-0.238212	0.405809	-1.483427	-0.170025	0.288510	0.300919	-1.500342	0.020285	0.072232	-1.008678	-0.387498	-0.785785	1.425219	-1.274052	0.474834	-2.012526	0.827504	0.821095	-0.863902	0.971478	0.128752	-1.183590	0.483951	-1.092737	-2.065189	0.210127	-2.291399	-1.669561	-0.172755	1.058588	0.875636	-1.176091	-0.265662	-0.100185	0.098440	0.494755	1.370475	1.162012	1.446985	0.490687	0.652103	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.918160	0.542040	2.498597	0.073425	1.358964	0.560738	-0.898196	-0.383202	0.669360	-0.324796	-1.032408	-0.309917	-1.450208	0.732702	2.908301	-0.921912	1.115645	-1.229400	1.211241	-1.268272	0.111822	0.557608	-0.232026	-0.483800	0.049068	-1.627968	-1.435385	1.454664	-1.737711	1.017208	-0.747294	1.376644	0.167993	-0.426833	-0.390530	-0.537365	-1.436875	0.355631	-1.425814	-0.088455	1.250309	1.959856	-0.486323	0.568690	-0.301728	0.446019	-0.514338	-1.822317	-0.025903	0.441860	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.876673	0.272070	0.109954	1.494173	0.738901	-0.533991	1.664400	-0.272278	1.470213	1.048121	2.888074	-1.194257	2.030323	1.067615	0.314396	0.135096	-0.187660	0.469839	0.009980	-0.252451	1.004157	0.898184	-0.251316	-1.334551	1.017546	-1.204838	-0.154036	-0.509684	-0.698173	0.338350	0.275514	2.005254	2.279597	0.274561	1.287371	2.063814	0.354658	1.062888	-0.568296	1.714069	1.383195	-0.146915	0.036759	-0.218133	0.264867	-1.540115	0.014210	-2.002313	-1.276446	-0.531814	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.804811	-0.221680	-0.636838	-0.361467	-0.559577	-1.387317	-1.976966	1.363726	0.961587	-0.861386	-2.261211	1.764644	0.449214	-1.671724	2.004112	-0.149706	-0.116264	0.845939	-0.357268	0.624699	0.043133	1.297675	0.301483	-0.219397	1.518359	-0.105915	-0.330286	1.327248	-0.385269	0.802052	1.640695	0.596878	0.902529	-0.282582	-1.241234	1.704482	-0.643639	0.629903	-0.390879	-0.271050	-0.720691	-1.041787	1.192755	-0.075362	0.009174	-0.061655	1.056536	-0.269579	0.909296	0.284490	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.140063	-0.906410	-1.092383	0.756113	-0.179710	0.663484	-0.300000	0.330489	-0.666498	-0.918577	1.619493	-0.773172	0.699216	-0.363080	0.195761	0.135024	-0.545415	1.244450	0.011664	0.018449	0.999402	-0.554876	-0.455071	-1.707133	2.122132	0.483538	-0.471952	-0.278742	-0.902976	0.629021	0.326669	-1.412357	-0.013789	0.277038	1.347186	1.171411	0.662537	-0.433465	-0.851117	-2.303400	-1.548743	0.023951	0.100754	0.446729	0.756474	-0.369447	-0.259435	-0.005622	-0.605663	-0.643685	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.466201	-0.304152	0.827428	1.322103	-1.113734	-0.657430	-0.063905	-0.044035	0.704724	-2.283645	-0.635169	-2.062592	-0.455163	0.230476	2.415925	0.185950	0.389400	0.373272	-0.954015	-0.141639	1.462169	-0.450736	1.116758	0.106287	0.269111	0.740722	-1.031846	0.429007	0.320637	-2.097212	0.036598	0.871448	0.272997	0.006836	-1.011396	0.090153	0.717799	-0.756566	-0.679573	1.030012	-0.802810	0.159682	0.393247	-1.652642	-1.522803	0.253504	1.602590	-1.416962	1.414208	1.733185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.194366	-0.166937	-0.585791	-0.702779	-0.478331	-0.068986	1.029205	1.803079	0.499390	-0.010761	-0.233500	-0.733215	-1.842039	1.238126	1.028187	1.078668	-0.346801	0.713319	1.630668	-0.361361	-0.487476	-0.536472	-0.684748	-0.693803	-0.464726	-1.836206	0.321422	0.206947	2.367799	-0.629469	-0.760474	-1.038637	-0.749522	-0.985500	-1.398197	-0.425327	-0.343901	0.776653	0.709545	-0.374945	-1.424593	1.325139	0.151140	-0.623476	0.744498	-0.752652	0.003126	0.084145	-0.769384	0.517251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.040675	1.593576	-0.539884	0.754373	0.398527	-0.320388	0.855829	1.102815	-1.048676	-1.419685	-2.395033	0.134903	-0.326004	-0.072509	-0.568221	-0.255526	-0.467782	-1.001496	0.334604	-0.765801	1.474154	-0.328209	-0.290886	1.077397	-0.394169	0.472942	-0.196399	0.138110	-1.272355	1.420406	-0.519856	-0.681719	-1.006560	-0.204312	-1.371219	2.981840	-0.460890	0.626895	0.173508	1.838442	0.855175	0.903455	0.613210	0.841695	-1.342238	0.815737	-1.444170	1.582285	-0.343415	0.170939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
